Дата	Номер	Контрагент	Сумма	ПП создано	Статус оплаты	Оплата	Поступление	Дата входящего документа	Номер входящего документа	Комментарий	Номенклатура	Количество	Номенклатура.Единица	Цена	Сумма	% НДС	НДС	Всего	Доп информация
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Карабин пожарный 8мм DIN 5299 (20шт)	20,000	шт	30,23	604,50	20%	120,90	725,4	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Рым-гайка DIN 582 М 20 оц.(2 шт)	22,000	шт	152,96	3 365,08	20%	673,02	4 038,1	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Сверло-бур по бетону SDS+ KETZU 16x210	32,000	шт	100,00	3 200,00	20%	640,00	3 840	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Сверло-бур по бетону SDS+ KETZU 20x350	26,000	шт	291,67	7 583,33	20%	1 516,67	9 100	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Цепь сварная длиннозвенная DIN 763 (DIN 5685С) 6 мм цинк ( 20 м) Alfa Fix	120,000	м	73,78	8 854,00	20%	1 770,80	10 624,8	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Цепь сварная длиннозвенная DIN 763 (DIN 5685С) 8 мм цинк (10 м) Alfa Fix	60,000	м	142,43	8 546,00	20%	1 709,20	10 255,2	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Шайба плоская М 16 оц. DIN 125А кор. 5 кг Крепыши	5,000	кг	155,24	776,21	20%	155,24	931,45	
10.02.2023 18:50:26	0000-000111	ООО "АЛЬФА АРС МЕТИЗЫ"	56 133,95	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	1742	168,169,170	Шайба плоская М 16 оц. DIN 9021 усиленная кор. 5 кг Крепыши	5,000	кг	140,51	702,54	20%	140,51	843,05	
10.02.2023 18:50:27	0000-000115	ООО "КОМПАНИЯ ВТС"	12 405,12	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	4993	168,169,170	Поплавковый выключатель TAURUS с неопрен, кабелем 10 м Н05 3X1 двойн. действ. (Ø 7.5mm)	5,000	шт	2 067,52	10 337,60	20%	2 067,52	12 405,12	
10.02.2023 18:50:28	0000-000116	Деловые Линии ООО	2 299,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01321010037	164,166	Въезд на терминал по подразделению Челябинск	1,000	шт	25,00	25,00	20%	5,00	30	
10.02.2023 18:50:28	0000-000116	Деловые Линии ООО	2 299,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01321010037	164,166	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
10.02.2023 18:50:28	0000-000116	Деловые Линии ООО	2 299,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01321010037	164,166	Страхование груза и срока	1,000	шт	152,00	152,00	Без НДС		152	
10.02.2023 18:50:28	0000-000116	Деловые Линии ООО	2 299,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01321010037	164,166	Услуга по организации доставки (экспедированию) груза из г. Челябинск, в г. Москва (мест: 3; 77кг; 0	1,000	шт	868,33	868,33	20%	173,67	1 042	
10.02.2023 18:50:28	0000-000116	Деловые Линии ООО	2 299,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01321010037	164,166	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	883,33	883,33	20%	176,67	1 060	
10.02.2023 18:50:29	0000-000118	Деловые Линии ООО	271,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01325001623	164,166	Страхование груза и срока	1,000	шт	22,00	22,00	Без НДС		22	
10.02.2023 18:50:29	0000-000118	Деловые Линии ООО	271,00	Нет	Не оплачен	Не оплачен	Не получен	10.02.2023	23-01325001623	164,166	Услуга по организации доставки (экспедированию) груза (документов) из г. Челябинск в г. Москва (мест	1,000	шт	207,50	207,50	20%	41,50	249	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Кольцо уплотнительное КОРСИС DN/ID 200 WT TPE-V	12,000	шт	83,50	1 002,00	20%	200,40	1 202,4	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Кольцо уплотнительное КОРСИС DN/ID 400 WT TPE-V	6,000	шт	942,03	5 652,18	20%	1 130,44	6 782,62	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Кольцо уплотнительное КОРСИС DN/OD 500 WT TPE-V	5,000	шт	828,00	4 140,00	20%	828,00	4 968	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Муфта КОРСИС DN/OD 500	2,000	шт	2 238,58	4 477,16	20%	895,43	5 372,59	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Муфта КОРСИС ID 0200 мм	6,000	шт	258,01	1 548,06	20%	309,61	1 857,67	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Муфта ремонтная КОРСИС DN/ID 0200	24,000	шт	258,01	6 192,24	20%	1 238,45	7 430,69	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Муфта ремонтная КОРСИС DN/ID 0400	4,000	шт	2 419,39	9 677,56	20%	1 935,51	11 613,07	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Отвод 45 гр. 0200мм ID SN8 гофр. св.	6,000	шт	804,48	4 826,88	20%	965,38	5 792,26	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Труба КОРСИС DN/ID 200 SN 8 PR-2K (6м) (Отрезок по 6м)	36,000	м	779,50	28 062,00	20%	5 612,40	33 674,4	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Труба КОРСИС DN/ID 400 Р SN 8 PR-2K (6м) с упл. кольцом (Отрезок по 6м)	6,000	м	2 626,50	15 759,00	20%	3 151,80	18 910,8	
13.02.2023 17:14:01	0000-000119	ООО "ДКО ПОЛИПЛАСТИК"	121 980,10	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	1262	168,169,170	Труба КОРСИС DN/OD 500 Р SN 8 (6м) с упл. кольцом (Отрезок по 6м)	6,000	м	3 385,50	20 313,00	20%	4 062,60	24 375,6	
13.02.2023 17:14:01	0000-000121	ООО "КОМПАНИЯ ВТС"	100 891,60	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	5228	171	Быстроразьемная трубная муфта AC DN 50 2" (совместимость SEG 40)	2,000	шт	5 855,21	11 710,42	20%	2 342,08	14 052,5	
13.02.2023 17:14:01	0000-000121	ООО "КОМПАНИЯ ВТС"	100 891,60	Нет	Не оплачен	Не оплачен	Не получен	13.02.2023	5228	171	Насос WATERSTRY SWQ 15-40 для промышленного применения 380V, 50Hz, 5,5kW	2,000	шт	36 182,96	72 365,92	20%	14 473,18	86 839,1	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Комплексная система очистки БиоПроект-КС0110 Корпус из стеклопластика D=3600 мм 1_=13400мм Техническ	2,000	шт	4 125 000,00	8 250 000,00	20%	1 650 000,00	9 900 000	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Накопительный резервуар БиоПроект-НР150 Корпус из стеклопластика 0=3600 мм 1_=15000мм, усиленный Вен	2,000	шт	2 166 666,67	4 333 333,33	20%	866 666,67	5 200 000	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Накопительный резервуар БиоПроект-НР150 с обв. Оп80 Корпус из стеклопластика О 3600 мм 1_=15000мм, у	1,000	шт	2 558 333,33	2 558 333,33	20%	511 666,67	3 070 000	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Накопительный резервуар БиоПроект-НРЗО Корпус из стеклопластика D=2400 мм Ь=7000мм Вентиляционный па	1,000	компл	451 666,67	451 666,67	20%	90 333,33	542 000	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Распределительный колодец БиоПроект-РК Корпус из стеклопластика D=1800 мм Н (подз)=3800мм Лестница и	1,000	шт	400 000,00	400 000,00	20%	80 000,00	480 000	
13.02.2023 17:21:06	0000-000122	ООО "БИОПРОЕКТ"	26 992 000,00	Нет	Оплачен полностью	Не оплачен	Не получен	13.02.2023	37	171	Установка УФ-обеззараживания БиоПроект-УФ400 Корпус из стеклопластика 0=2400мм, Н (подз.)=5040мм. Ле	2,000	шт	3 250 000,00	6 500 000,00	20%	1 300 000,00	7 800 000	
14.02.2023 10:47:05	0000-000125	Пластик-Север ООО	518,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	2020	150	Муфта ПВХ с нар.резьб. 40/32х 1" под клей, Hidroten, Испания 1002732	2,000	шт	47,50	95,00	20%	19,00	114	
14.02.2023 10:47:05	0000-000125	Пластик-Север ООО	518,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	2020	150	Муфта разборная ПВХ 32 под клей, Hidroten, Испания 1001081	2,000	шт	168,34	336,67	20%	67,33	404	
14.02.2023 10:47:05	0000-000126	ООО "НОВАТЕХ"	59 000,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	170	140	Пульт Е1 - TRI/1 до 18А	1,000	шт	22 500,00	22 500,00	20%	4 500,00	27 000	
14.02.2023 10:47:05	0000-000126	ООО "НОВАТЕХ"	59 000,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	170	140	Пульт Е2 - TRI до 16А	1,000	шт	26 666,67	26 666,67	20%	5 333,33	32 000	
14.02.2023 16:15:11	0000-000127	ЭКС ООО	37 161,74	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	Р23-4681	164,166	Корпус сварной навесной серии ST с М/П Размер: 1000х800х 300 мм (ВхШхГ) | R5ST1083 | DKC	2,000	шт	15 484,06	30 968,12	20%	6 193,62	37 161,74	
14.02.2023 16:15:13	0000-000134	ООО "ИНТЕГРА-ТЕХКОМ"	130 300,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	42	140,168,169,170,164,162	Кронштейн мешалки ГОБЗА	5,000	шт	5 791,67	28 958,33	20%	5 791,67	34 750	
14.02.2023 16:15:13	0000-000134	ООО "ИНТЕГРА-ТЕХКОМ"	130 300,00	Нет	Не оплачен	Не оплачен	Не получен	14.02.2023	42	140,168,169,170,164,162	КЭШУ2.00.000-16	7,000	шт	11 375,00	79 625,00	20%	15 925,00	95 550	
15.02.2023 16:56:12	0000-000128	АО "ТЕЛЕОФИС"	59 100,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	1167	162	Роутер 3G TELEOFIS RTU968 V2.1000.0111.R	2,000	шт	24 625,00	49 250,00	20%	9 850,00	59 100	
15.02.2023 16:56:12	0000-000129	ИП Натопта Олег Федорович	7 500,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	46	74	Вал барабана для фильтра барабанного "Ейскполимер 402М"	1,000	шт	7 500,00	7 500,00	Без НДС		7 500	
15.02.2023 16:57:01	0000-000132	ООО "СК СТРОЙГРУПП"	334 716,05	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	733	171	Муфта 0400 мм ПЭ100 SDR11 эл/св ES	16,000	шт	13 500,00	216 000,00	20%	43 200,00	259 200	
15.02.2023 16:57:01	0000-000132	ООО "СК СТРОЙГРУПП"	334 716,05	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	733	171	Труба ПЭ 100 SDR 11 - 400*36,3 ГОСТ 18599-2001 Питьевая	12,000	м	5 244,17	62 930,04	20%	12 586,01	75 516,05	
15.02.2023 16:57:01	0000-000133	ООО "ИНТЕГРА-ТЕХКОМ"	76 150,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	45	165,172,169,170	КЭШУ2.00.000-017	2,000	шт	12 458,33	24 916,67	20%	4 983,33	29 900	
15.02.2023 16:57:01	0000-000133	ООО "ИНТЕГРА-ТЕХКОМ"	76 150,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	45	165,172,169,170	КЭШУ2.00.000-04	2,000	шт	11 375,00	22 750,00	20%	4 550,00	27 300	
15.02.2023 16:57:01	0000-000133	ООО "ИНТЕГРА-ТЕХКОМ"	76 150,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	45	165,172,169,170	КЭШУ2.00.000.-012	1,000	шт	9 333,33	9 333,33	20%	1 866,67	11 200	
15.02.2023 16:57:01	0000-000133	ООО "ИНТЕГРА-ТЕХКОМ"	76 150,00	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	45	165,172,169,170	Фартук КЭШУ2.00.000-012	5,000	шт	1 291,67	6 458,33	20%	1 291,67	7 750	
15.02.2023 16:57:01	0000-000135	ООО "ДКО ПОЛИПЛАСТИК"	43 400,40	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	1366	168,169,170	Кольцо уплотнительное КОРСИС DN/ID 200 WT TPE-V	8,000	шт	83,50	668,00	20%	133,60	801,6	
15.02.2023 16:57:01	0000-000135	ООО "ДКО ПОЛИПЛАСТИК"	43 400,40	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	1366	168,169,170	Муфта КОРСИС ID 0200 мм	4,000	шт	258,00	1 032,00	20%	206,40	1 238,4	
15.02.2023 16:57:01	0000-000135	ООО "ДКО ПОЛИПЛАСТИК"	43 400,40	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	1366	168,169,170	Труба КОРСИС DN/ID 200 SN 8 PR-2K (6м) (Отрезок по 6м)	24,000	м	779,50	18 708,00	20%	3 741,60	22 449,6	
15.02.2023 16:57:01	0000-000135	ООО "ДКО ПОЛИПЛАСТИК"	43 400,40	Нет	Не оплачен	Не оплачен	Не получен	15.02.2023	1366	168,169,170	Труба КОРСИС DN/ID 400 Р SN 8 PR-2K (6м) с упл. кольцом (Отрезок по 6м)	6,000	м	2 626,50	15 759,00	20%	3 151,80	18 910,8	
15.02.2023 16:57:02	0000-000138	ООО "ГОБЗА"	19 400,00	Нет	Оплачен полностью	Не оплачен	Не получен	15.02.2023	41	1	Ремонт насосного оборудования Gobza	1,000	шт	16 166,67	16 166,67	20%	3 233,33	19 400	
15.02.2023 16:57:03	0000-000139	ООО "ГОБЗА"	36 500,00	Нет	Оплачен полностью	Не оплачен	Не получен	15.02.2023	42	166	Ремонт мешалки Gobza	1,000	шт	30 416,67	30 416,67	20%	6 083,33	36 500	
16.02.2023 14:44:30	0000-000137	ООО "СИГНУР - ПРИБОРЫ"	176 772,00	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	247	172	Монтажный набор для установки акустического преобразователя АП-11	2,000	шт	3 200,00	6 400,00	20%	1 280,00	7 680	
16.02.2023 14:44:30	0000-000137	ООО "СИГНУР - ПРИБОРЫ"	176 772,00	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	247	172	Расходомер ЭХО-Р-03-1 с блоком RS-485	2,000	шт	70 455,00	140 910,00	20%	28 182,00	169 092	
16.02.2023 15:51:20	0000-000140	ООО "РТ ЭЛЕКТРО"	36 720,00	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	ЦБ-898	168,169,170,171	PLMC35; Сальник для ввода кабеля IP 65. (резиновый)	16,000	шт	1 912,50	30 600,00	20%	6 120,00	36 720	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	DIN -рейка усиленная 1,5 мм. перфорированная 35x15x2000 мм. EKF PROxima	6,000	шт	657,02	3 942,15	20%	788,43	4 730,58	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Авт. выкп.ВА47-29 1Р 2А 4,5кА х-ка С TDM	4,000	шт	102,24	408,97	20%	81,79	490,76	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Авт. выкп.ВА47-29 1Р 6А 4,5кА х-ка С TDM	6,000	шт	83,65	501,90	20%	100,38	602,28	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Вентилятор 55/43 мЗ/час 230В 20Вт IP54 TDM	2,000	шт	1 504,14	3 008,28	20%	601,66	3 609,94	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Вентилятор с фильтром универсальный ВФУ 19/13 мЗ/час 230В 12Вт IP54TDM	2,000	шт	1 431,88	2 863,77	20%	572,75	3 436,52	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Вентиляционная решетка с фильтром 124x124 мм IP54 EKF PROxima	2,000	шт	537,49	1 074,97	20%	214,99	1 289,96	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Вентиляционная решетка с фильтром для вентилятора ВФУ SQ0832-0110 (120 мм) TDM	2,000	шт	493,11	986,22	20%	197,24	1 183,46	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Зажим наборный 3HH-4PEN 4мм2 (JXB -земля) ИЭК (упак.20 шт.)	50,000	шт	39,90	1 995,00	20%	399,00	2 394	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-50 желто-зеленая EKF PROxima	18,000	шт	73,16	1 316,85	20%	263,37	1 580,22	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-50 серая EKF PROxima	33,000	шт	71,58	2 362,25	20%	472,45	2 834,7	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-50 синяя EKF PROxima	18,000	шт	73,16	1 316,85	20%	263,37	1 580,22	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-95 желто-зеленая EKF PROxima	4,000	шт	137,67	550,67	20%	110,13	660,8	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-95 серая EKF PROxima	12,000	шт	137,67	1 652,00	20%	330,40	1 982,4	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Клемма силовая вводная КОВ 16-95 синяя EKF PROxima	4,000	шт	134,92	539,67	20%	107,93	647,6	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Обогреватель на DIN -рейку клеммный 150Вт 230В IP20 EKF PROxima	4,000	шт	1 825,44	7 301,77	20%	1 460,35	8 762,12	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Термостат NO (обогрев) на DIN -рейку 10А 230В IP20 EKF PROxima	7,000	шт	276,28	1 933,98	20%	386,80	2 320,78	
16.02.2023 16:02:18	0000-000141	ООО "ФАВОРИТ-ЭЛЕКТРО"	39 764,04	Нет	Оплачен полностью	Не оплачен	Не получен	16.02.2023	10561	168,169,170,171	Термостат NO (охлаждение) на DIN -рейку 10А 230В IP20 EKF PROxima	5,000	шт	276,28	1 381,42	20%	276,28	1 657,7	
16.02.2023 16:02:19	0000-000145	Деловые Линии ООО	271,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01325002067	162	Страхование груза и срока	1,000	шт	22,00	22,00	Без НДС		22	
16.02.2023 16:02:19	0000-000145	Деловые Линии ООО	271,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01325002067	162	Услуга по организации доставки (экспедированию) груза (документов) из г. Челябинск в г. Москва (мест	1,000	шт	207,50	207,50	20%	41,50	249	
16.02.2023 16:02:20	0000-000146	Деловые Линии ООО	1 608,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01321012817	162	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
16.02.2023 16:02:20	0000-000146	Деловые Линии ООО	1 608,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01321012817	162	Страхование груза и срока	1,000	шт	109,00	109,00	Без НДС		109	
16.02.2023 16:02:20	0000-000146	Деловые Линии ООО	1 608,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01321012817	162	Услуга по организации доставки (экспедированию) груза из г Москва (мест: 2; 40 кг; 0,1 м3)	1,000	шт	536,67	536,67	20%	107,33	644	
16.02.2023 16:02:20	0000-000146	Деловые Линии ООО	1 608,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-01321012817	162	Услуга по организации доставки (экспедированию) груза по . Москва	1,000	шт	700,00	700,00	20%	140,00	840	
16.02.2023 16:02:21	0000-000147	Деловые Линии ООО	821,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-02441227935	162	Страхование груза	1,000	шт	11,00	11,00	Без НДС		11	
16.02.2023 16:02:21	0000-000147	Деловые Линии ООО	821,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-02441227935	162	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	341,67	341,67	20%	68,33	410	
16.02.2023 16:02:21	0000-000147	Деловые Линии ООО	821,00	Нет	Не оплачен	Не оплачен	Не получен	16.02.2023	23-02441227935	162	Услуга по организации механизированных ПРР (мест: 1; 5 кг; 0,1 м3)	1,000	шт	333,33	333,33	20%	66,67	400	
17.02.2023 12:24:44	0000-000142	ООО "ФАВОРИТ-ЭЛЕКТРО"	4 282,20	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	10718	168,169,170,171	Кабель канал перфорированный 25x60 перф 4x5 "ИМПАКГ" (упак.48м) ИЭК	20,000	м	178,43	3 568,50	20%	713,70	4 282,2	
17.02.2023 12:24:44	0000-000143	ООО "АРСЕНАЛ"	12 300,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	37	154,155,156,157,158,159	Щит с монтажной панелью ЩМП-06/2 (500*400*220) IP54	6,000	шт	1 708,33	10 250,00	20%	2 050,00	12 300	
17.02.2023 12:24:45	0000-000144	ООО "УНОКОР"	42 490,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	УР-163	166	Вихревая воздуходувка UNOKOR GL 150-42	1,000	шт	31 666,67	31 666,67	20%	6 333,33	38 000	
17.02.2023 12:24:45	0000-000144	ООО "УНОКОР"	42 490,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	УР-163	166	Предохранительный клапан RVM 01 1 1/4"	1,000	шт	2 741,67	2 741,67	20%	548,33	3 290	
17.02.2023 12:24:45	0000-000144	ООО "УНОКОР"	42 490,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	УР-163	166	Фильтр MF 1 1/2	1,000	шт	1 000,00	1 000,00	20%	200,00	1 200	
17.02.2023 13:12:05	0000-000148	ООО "СМТ ГРУПП"	45 000,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	02/17-01	166	Транспортные услуги по организации перевозки груза,маршрут ЛО п. Войсковицы -МО д.Кучино .загрузка 1	1,000	усл. ед	37 500,00	37 500,00	20%	7 500,00	45 000	
17.02.2023 17:40:58	0000-000152	ООО "ФАВОРИТ-ЭЛЕКТРО"	7 444,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	10984	#Документ загружен из сервиса Entera.pro	Контакт дополнительный КС47 на DIN-рейку TDM	20,000	шт	310,17	6 203,33	20%	1 240,67	7 444	Удален
17.02.2023 17:40:59	0000-000155	ООО "ФАВОРИТ-ЭЛЕКТРО"	11 794,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	10984	168,169,170,171	Контакт дополнительный КС47 на DIN -рейку TDM	20,000	шт	310,17	6 203,33	20%	1 240,67	7 444	
